comment_id,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration
1149469195755648,chanda kasongo ll going 6 hrs,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384445361400659,t buy solar mweimwe add grid citizens lot problems mailiti should issue plus tiziba imwe uko mufola bwino vima salary monga pension yama civil servants 4,False,-0.4019,negative,-0.9019,0.0,0.895,0.105,negative,-0.9019,negative,True,-0.5,bwino,26,2,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0
311057938684793,jason joshua,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721345389615444,gabriel phiri need money,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,1,0.25,0.25,0.0,0.25,0.0,0.25,0.125
489266630038074,rodney mwiinga s job find solutions such problems s wants right person find solution even solution power change anything just common citizen like instead attacking each other let s ask questions powers,False,0.2732,positive,0.2732,0.235,0.613,0.152,positive,0.2732,positive,False,0.0,,32,6,0.03125,0.0,0.0625,0.0,0.03125,0.0,0.03125
719550152874845,alleen amukusana hawe tired hiring firing siyani soche,False,-0.6486,negative,-0.6486,0.0,0.531,0.469,negative,-0.6486,negative,False,0.0,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573871758590582,how check without power t set deadline tomorrow s power disconnect pela,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,12,2,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0416666666666666
829943544862310,nchimunya goldens s tall man road shedding,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489266630038074,apa solution palibe see praise singers clapping kwati baku group d mu class power still go 12 hours split into two 6 hours break another 6 hours short bally formidable solution relief regarding predicament befallen nation,True,0.8834,positive,0.8834,0.28,0.72,0.0,negative,0.8834,negative,False,0.0,,36,9,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0
918822943645810,saviour alingo chisanga only applies u want check meter upto date however meter doesn t just buy power tokens come kct 1 2 enter those first before tokens signs know meter date entering power tokens refusing until u enter kct 1 2 follow process retrieving previously bought zesco tokens phone dialing 3600 select option 3 enter meter number etc,False,-0.2732,negative,-0.2732,0.049,0.901,0.051,negative,-0.2732,negative,False,0.0,,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017811669249469,fortune n sibanda thought phone problem,False,-0.4019,negative,-0.4019,0.0,0.597,0.403,negative,-0.4019,negative,False,0.0,,6,3,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0833333333333333
442822361760933,liers loose power 5 s restored 22 call normal areas lusaka power week want capitalize solwezi elo don t follow schedule time dealing tired nonsense think speak solwezi fear people lusaka copperbelt atah professional operations failed find someone eligible,False,-0.8934,negative,-0.8934,0.079,0.616,0.306,negative,-0.8934,negative,False,0.0,,39,7,0.0256410256410256,0.0256410256410256,0.0256410256410256,0.0512820512820512,0.0,0.0256410256410256,0.0128205128205128
814032123947125,zesco limited power restored 30 minutes ago,False,0.128,positive,0.128,0.258,0.538,0.204,positive,0.128,positive,False,0.0,,7,1,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428
312523601952340,ati shani ka update today s 1st october,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259562757957102,saidi masili banda since ni champions league kuli ma group stages na ma knock outs,False,0.5267,positive,0.5267,0.195,0.805,0.0,positive,0.5267,positive,False,0.0,,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876756294258369,sometimes guys think meters like mobile meter those symbols supposed insert without power also guys hope should think twice guys before coming such decisions,False,0.6597,positive,0.6597,0.197,0.803,0.0,positive,0.6597,positive,False,0.0,,24,3,0.0,0.125,0.0,0.0416666666666666,0.0,0.125,0.0
1265359951098590,how know group,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134579711021493,follow schedule ba zesco solwezi group b power never restored 05 00 06 20 weekends 07 20,False,-0.2584,negative,-0.2584,0.0,0.88,0.12,negative,-0.2584,negative,False,0.0,,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681413012651571,dennis zulu musula obe,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901209128559441,donald tembo awe ask,False,0.0,neutral,-0.7,0.0,1.0,0.0,negative,-0.7,negative,True,-0.7,awe,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521413643944406,hildah regina s mwamba chisala bakonkolokefye other wise people rise,False,0.4767,positive,0.4767,0.279,0.721,0.0,positive,0.4767,positive,False,0.0,,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337914046960375,ba zesco s meaning aiii awe load shedding really unacceptable silverest gardens power goes 04 comes 13 goes 17 00 exactly comes 00 00 ndishi said s 10hrs load shedding 6 hrs awe really unfair t even keep relish fridge mxxxxxxm useless 2026 near wina azalila,True,-0.8586,negative,-1.0,0.0,0.804,0.196,negative,-1.0,negative,True,-0.7,awe,46,3,0.0217391304347826,0.0,0.0,0.0,0.0434782608695652,0.0,0.0326086956521739
1104749081073997,voice chilolo better naiwe 24 hrs finshi wingabomfya amalaiti,False,0.4404,positive,0.2404,0.266,0.734,0.0,positive,0.2404,positive,True,-0.2,amalaiti,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097325081324274,13hrs 23hrs power pamodzi area ndola think 8hrs niyaboza,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126291694701077,karin louise neethling monge yes still 12hours load sheading broken 2 x 6 12 stead just straight 12 hours once power,False,0.128,positive,0.128,0.203,0.661,0.137,positive,0.128,positive,False,0.0,,21,1,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0476190476190476
380870341599348,stephen sata doesn t solution blank too,False,0.3182,positive,0.3182,0.315,0.685,0.0,positive,0.3182,positive,False,0.0,,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576502217672417,muli ba chebe chebe,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774328217816405,sibeso mukelabai masiye spoken compensation ai m angry called gave list purchased tokens today,False,-0.5106,negative,-0.5106,0.0,0.784,0.216,negative,-0.5106,negative,False,0.0,,14,1,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0357142857142857
1065511448911076,chanda phiri mark words see load shedding ever end zambia load shedding us since time memorial able something end,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,19,2,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684,0.0263157894736842
1350165329680177,duba sakala rushing comment exactly like,False,0.3612,positive,0.3612,0.333,0.667,0.0,positive,0.3612,positive,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220697095185978,patricia lusheto chuunka very sad indeed,False,-0.5256,negative,-0.5256,0.0,0.596,0.404,negative,-0.5256,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2999504900355579,waiting power 12 27 06 20,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080618649704670,load shedding only solution find best qualified engineers technicians went plan load shedding time table zesco ka ntemba,False,0.7579,positive,0.7579,0.289,0.711,0.0,positive,0.7579,positive,False,0.0,,18,4,0.0,0.1111111111111111,0.0,0.0555555555555555,0.0,0.1111111111111111,0.0
495017766093438,seems mathematics very difficult subject school staff,False,-0.4201,negative,-0.4201,0.0,0.682,0.318,negative,-0.4201,negative,False,0.0,,7,3,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
311057938684793,jason joshua former callled names,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807091348033010,susan j stephens count,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,1,0.0,0.0,0.0,0.25,0.0,0.0,0.0
516029631205793,bane bwesheni ama schedule twishibe inshita amalaiti yalebwela lelo,False,0.0,neutral,-0.2,0.0,1.0,0.0,negative,-0.2,negative,True,-0.2,amalaiti,9,1,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0555555555555555
301125472504951,paid connection fees full february 2023 still dark day,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,2,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0555555555555555
925009902989799,net metering lectures come later lelo nipa october muchitika bwanji nkani yamalaiti,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220697095185978,patricia lusheto chuunka kitwe west,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372805636872104,better rotation schedule even six hour break e us feeling benefit having break cause power cut morning restored work get back home cuts,False,0.6705,positive,0.6705,0.326,0.532,0.143,positive,0.6705,positive,False,0.0,,23,4,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652
910394347810206,manje bamene imwe bought ma sola ya net metering lead example telling us koma naimwe vimikanga net miter u,False,0.0,neutral,-0.7,0.0,1.0,0.0,negative,-0.7,negative,True,-0.7,"manje,naimwe",19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703561894546160,stick schedule false times employees follow complete utter rubbish,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3502869939982267,besa j mwansa napanono wetata kuwayawaya saanfye,False,0.0,neutral,-1.0,0.0,1.0,0.0,negative,-1.0,negative,True,-1.1,"kuwayawaya,napanono",7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380111615196118,ranting guy s lies lies sometimes s better keep quiet than busy make false hopes,False,0.0258,neutral,0.0258,0.281,0.443,0.276,neutral,0.0258,neutral,False,0.0,,15,1,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0333333333333333
1312096596869539,struggle translate into mean loadsheding over,False,-0.3182,negative,-0.3182,0.0,0.685,0.315,negative,-0.3182,negative,False,0.0,,6,1,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666
1681413012651571,ninshi ndiwe ka activist kuma 24,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220697095185978,patricia lusheto chuunka abena chilizi ekwafumine big number remove pf also complaining thought people u re comfortable than us kitwe,False,0.4215,positive,0.4215,0.205,0.714,0.08,positive,0.4215,positive,False,0.0,,20,2,0.05,0.05,0.05,0.0,0.05,0.05,0.05
698220705272026,hon mwinga fire,False,-0.34,negative,-0.34,0.0,0.455,0.545,negative,-0.34,negative,False,0.0,,3,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
6806898842767818,nothing changed mwe,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553110000038032,r sticking schedules power went before 16 n only came back midnight only go 0500 god knows time ll back,False,0.2732,positive,0.2732,0.11,0.89,0.0,positive,0.2732,positive,False,0.0,,20,2,0.0,0.1,0.05,0.05,0.0,0.1,0.0
467360265627956,group e power isn t back 15,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
